,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29384,20235,2019-04-16,15,Tênis Xadrez,2,259,518
29385,20235,2019-04-16,15,Cueca Liso,2,69,138
29408,20255,2019-04-16,15,Bermuda Liso,1,157,157
29442,20284,2019-04-16,15,Sapato Xadrez,2,368,736
29514,20328,2019-04-16,15,Short Listrado,2,102,204
29517,20332,2019-04-16,15,Camisa Gola V Estampa,1,118,118
29518,20332,2019-04-16,15,Chinelo,5,60,300
29519,20332,2019-04-16,15,Sunga Listrado,1,114,114
29569,20362,2019-04-16,15,Short Xadrez,3,100,300
29570,20362,2019-04-16,15,Gorro Estampa,2,93,186
29571,20362,2019-04-16,15,Camiseta Estampa,1,196,196
