ID Loja,Valor Final
Shopping União de Osasco,12300
Rio Mar Shopping Fortaleza,10634
Iguatemi Campinas,8289
Passei das Águas Shopping,7973
Shopping Barra,7731
Shopping SP Market,7556
Shopping Eldorado,5967
Center Shopping Uberlândia,5113
Parque Dom Pedro Shopping,5066
Palladium Shopping Curitiba,5018
Iguatemi Esplanada,4725
Novo Shopping Ribeirão Preto,4672
Shopping Iguatemi Fortaleza,3302
Shopping Midway Mall,2971
Norte Shopping,2702
Bourbon Shopping SP,2467
Shopping Center Interlagos,2430
Shopping Vila Velha,2227
Ribeirão Shopping,2199
Shopping Morumbi,2042
Shopping Ibirapuera,1568
Shopping Center Leste Aricanduva,1559
Shopping Recife,1429
Rio Mar Recife,617
Salvador Shopping,522
