ID Loja,Valor Final
Shopping Vila Velha,12707
Center Shopping Uberlândia,12039
Shopping Center Interlagos,9711
Shopping Iguatemi Fortaleza,8671
Novo Shopping Ribeirão Preto,7241
Salvador Shopping,6610
Iguatemi Campinas,6433
Shopping Eldorado,6375
Shopping Morumbi,5426
Passei das Águas Shopping,5350
Shopping Barra,4945
Shopping Ibirapuera,4907
Iguatemi Esplanada,4023
Shopping SP Market,3654
Ribeirão Shopping,3553
Rio Mar Shopping Fortaleza,3071
Shopping Recife,2402
Norte Shopping,2358
Shopping União de Osasco,2140
Shopping Midway Mall,2126
Bourbon Shopping SP,1976
Shopping Center Leste Aricanduva,1887
Rio Mar Recife,1559
Parque Dom Pedro Shopping,986
Palladium Shopping Curitiba,520
