ID Loja,Valor Final
Shopping Morumbi,13157
Shopping Ibirapuera,8985
Shopping Midway Mall,7387
Parque Dom Pedro Shopping,7201
Shopping Barra,6113
Norte Shopping,6022
Ribeirão Shopping,5260
Shopping Vila Velha,5178
Novo Shopping Ribeirão Preto,5162
Shopping SP Market,4651
Salvador Shopping,4202
Rio Mar Shopping Fortaleza,3804
Shopping Center Leste Aricanduva,3738
Palladium Shopping Curitiba,3602
Shopping União de Osasco,3528
Shopping Eldorado,2961
Shopping Recife,2901
Rio Mar Recife,2849
Iguatemi Esplanada,2831
Passei das Águas Shopping,2799
Shopping Iguatemi Fortaleza,2147
Iguatemi Campinas,1871
Center Shopping Uberlândia,1432
Shopping Center Interlagos,1358
Bourbon Shopping SP,1352
