ID Loja,Valor Final
Palladium Shopping Curitiba,10155
Shopping Morumbi,7626
Rio Mar Shopping Fortaleza,7468
Norte Shopping,7462
Shopping União de Osasco,7413
Salvador Shopping,7025
Ribeirão Shopping,6864
Iguatemi Esplanada,6716
Parque Dom Pedro Shopping,6063
Shopping Iguatemi Fortaleza,5903
Bourbon Shopping SP,5268
Rio Mar Recife,4811
Novo Shopping Ribeirão Preto,4275
Shopping Ibirapuera,3895
Shopping Eldorado,3551
Shopping Center Interlagos,3270
Shopping Recife,3244
Shopping Center Leste Aricanduva,2978
Iguatemi Campinas,2843
Shopping SP Market,2231
Passei das Águas Shopping,1599
Shopping Midway Mall,1480
Shopping Vila Velha,1006
Shopping Barra,900
Center Shopping Uberlândia,486
