ID Loja,Valor Final
Shopping Iguatemi Fortaleza,9008
Palladium Shopping Curitiba,7569
Shopping Midway Mall,7465
Shopping Morumbi,7443
Rio Mar Shopping Fortaleza,7129
Bourbon Shopping SP,6563
Shopping Eldorado,5410
Shopping Center Interlagos,5067
Iguatemi Esplanada,4912
Shopping Vila Velha,4639
Novo Shopping Ribeirão Preto,4527
Shopping Barra,4414
Shopping Center Leste Aricanduva,4266
Center Shopping Uberlândia,3917
Iguatemi Campinas,3885
Norte Shopping,3837
Ribeirão Shopping,3507
Shopping União de Osasco,3387
Shopping Recife,3282
Shopping SP Market,2491
Shopping Ibirapuera,2291
Parque Dom Pedro Shopping,2112
Rio Mar Recife,1972
Passei das Águas Shopping,1935
Salvador Shopping,1832
