ID Loja,Valor Final
Salvador Shopping,9387
Bourbon Shopping SP,7676
Iguatemi Campinas,7400
Shopping Midway Mall,6831
Rio Mar Shopping Fortaleza,6749
Parque Dom Pedro Shopping,6282
Shopping Vila Velha,6237
Shopping SP Market,6229
Iguatemi Esplanada,5872
Shopping Ibirapuera,5706
Shopping Center Interlagos,5054
Shopping Iguatemi Fortaleza,4837
Shopping Barra,4775
Shopping Center Leste Aricanduva,3938
Norte Shopping,3863
Shopping Recife,3777
Ribeirão Shopping,3618
Novo Shopping Ribeirão Preto,3168
Shopping Eldorado,2851
Shopping União de Osasco,2441
Center Shopping Uberlândia,2339
Rio Mar Recife,1948
Palladium Shopping Curitiba,1734
Shopping Morumbi,1425
Passei das Águas Shopping,1219
