ID Loja,Valor Final
Novo Shopping Ribeirão Preto,10873
Rio Mar Recife,9339
Shopping Center Leste Aricanduva,7654
Shopping Iguatemi Fortaleza,6791
Shopping Eldorado,5875
Passei das Águas Shopping,5700
Iguatemi Esplanada,5414
Rio Mar Shopping Fortaleza,5130
Shopping Vila Velha,4690
Shopping SP Market,4217
Parque Dom Pedro Shopping,4207
Ribeirão Shopping,4196
Bourbon Shopping SP,3596
Salvador Shopping,3430
Shopping Ibirapuera,3383
Center Shopping Uberlândia,3106
Shopping Center Interlagos,2793
Shopping União de Osasco,2640
Palladium Shopping Curitiba,2621
Iguatemi Campinas,2500
Shopping Midway Mall,2173
Shopping Barra,1984
Shopping Recife,1738
Norte Shopping,1058
Shopping Morumbi,747
