ID Loja,Valor Final
Center Shopping Uberlândia,8763
Palladium Shopping Curitiba,7633
Shopping Center Leste Aricanduva,7093
Shopping Morumbi,6878
Rio Mar Recife,6666
Norte Shopping,5844
Salvador Shopping,5635
Shopping Ibirapuera,5184
Iguatemi Campinas,5022
Iguatemi Esplanada,4850
Shopping Recife,4801
Shopping SP Market,4352
Shopping Midway Mall,4195
Novo Shopping Ribeirão Preto,4080
Shopping Barra,3840
Shopping Iguatemi Fortaleza,3837
Parque Dom Pedro Shopping,3511
Shopping Center Interlagos,3328
Shopping União de Osasco,3030
Ribeirão Shopping,2624
Passei das Águas Shopping,2263
Shopping Vila Velha,1314
Shopping Eldorado,1256
Rio Mar Shopping Fortaleza,1217
Bourbon Shopping SP,636
