ID Loja,Valor Final
Center Shopping Uberlândia,10950
Shopping Ibirapuera,10855
Salvador Shopping,9656
Shopping Morumbi,7160
Palladium Shopping Curitiba,6342
Bourbon Shopping SP,6216
Rio Mar Recife,6209
Iguatemi Esplanada,5032
Shopping União de Osasco,4365
Shopping Barra,3885
Shopping Center Interlagos,3674
Ribeirão Shopping,3606
Shopping Vila Velha,3547
Shopping Eldorado,3482
Passei das Águas Shopping,3246
Norte Shopping,2715
Iguatemi Campinas,2692
Shopping Recife,2671
Shopping Iguatemi Fortaleza,2631
Shopping Center Leste Aricanduva,2486
Novo Shopping Ribeirão Preto,2409
Shopping Midway Mall,2268
Parque Dom Pedro Shopping,838
Rio Mar Shopping Fortaleza,608
Shopping SP Market,120
