ID Loja,Valor Final
Center Shopping Uberlândia,9563
Palladium Shopping Curitiba,8682
Rio Mar Recife,6975
Shopping Center Leste Aricanduva,6954
Shopping Eldorado,6815
Ribeirão Shopping,6634
Novo Shopping Ribeirão Preto,5942
Norte Shopping,5931
Parque Dom Pedro Shopping,4676
Shopping SP Market,4498
Shopping Vila Velha,4258
Salvador Shopping,4112
Iguatemi Esplanada,3877
Iguatemi Campinas,3738
Shopping Morumbi,3734
Shopping Center Interlagos,3198
Shopping Iguatemi Fortaleza,3058
Shopping Midway Mall,2949
Shopping Recife,2703
Shopping Barra,2167
Shopping União de Osasco,1875
Rio Mar Shopping Fortaleza,1730
Passei das Águas Shopping,1625
Shopping Ibirapuera,1384
Bourbon Shopping SP,383
