ID Loja,Valor Final
Rio Mar Shopping Fortaleza,10998
Shopping União de Osasco,8419
Shopping Center Interlagos,8081
Shopping Barra,6529
Parque Dom Pedro Shopping,5978
Rio Mar Recife,5811
Salvador Shopping,5561
Shopping Iguatemi Fortaleza,5362
Shopping Ibirapuera,5291
Shopping Eldorado,4881
Bourbon Shopping SP,4801
Novo Shopping Ribeirão Preto,4766
Norte Shopping,4732
Passei das Águas Shopping,4613
Center Shopping Uberlândia,4350
Shopping Vila Velha,4268
Shopping Recife,3995
Iguatemi Esplanada,3370
Shopping Morumbi,2480
Shopping Midway Mall,2475
Palladium Shopping Curitiba,2341
Shopping SP Market,2303
Shopping Center Leste Aricanduva,2069
Iguatemi Campinas,1750
Ribeirão Shopping,535
