ID Loja,Valor Final
Norte Shopping,10569
Shopping Eldorado,10416
Shopping Morumbi,8428
Palladium Shopping Curitiba,7233
Rio Mar Shopping Fortaleza,7056
Parque Dom Pedro Shopping,5735
Shopping Ibirapuera,5661
Shopping SP Market,5287
Center Shopping Uberlândia,5198
Shopping Midway Mall,5164
Ribeirão Shopping,5030
Shopping Barra,4370
Iguatemi Campinas,4231
Shopping Center Interlagos,3923
Bourbon Shopping SP,3910
Iguatemi Esplanada,3549
Rio Mar Recife,3531
Shopping Iguatemi Fortaleza,3452
Shopping Center Leste Aricanduva,3433
Shopping Recife,2467
Shopping Vila Velha,2412
Shopping União de Osasco,2292
Salvador Shopping,2191
Passei das Águas Shopping,862
Novo Shopping Ribeirão Preto,531
