ID Loja,Valor Final
Shopping Eldorado,11824
Bourbon Shopping SP,10718
Shopping Center Leste Aricanduva,9759
Shopping União de Osasco,9225
Novo Shopping Ribeirão Preto,6123
Shopping Center Interlagos,6041
Shopping Vila Velha,6005
Shopping SP Market,5994
Center Shopping Uberlândia,5723
Iguatemi Esplanada,5670
Salvador Shopping,4839
Iguatemi Campinas,4750
Parque Dom Pedro Shopping,4372
Shopping Iguatemi Fortaleza,4136
Shopping Recife,3843
Norte Shopping,3388
Shopping Morumbi,3283
Shopping Ibirapuera,3105
Ribeirão Shopping,3089
Palladium Shopping Curitiba,2783
Rio Mar Recife,2662
Shopping Midway Mall,2077
Passei das Águas Shopping,1444
Shopping Barra,1435
Rio Mar Shopping Fortaleza,1071
