ID Loja,Valor Final
Shopping Center Interlagos,13799
Parque Dom Pedro Shopping,11533
Ribeirão Shopping,10585
Shopping Iguatemi Fortaleza,9434
Iguatemi Campinas,9052
Shopping Barra,9042
Rio Mar Shopping Fortaleza,5645
Iguatemi Esplanada,5637
Passei das Águas Shopping,4708
Salvador Shopping,4374
Shopping SP Market,3929
Shopping Midway Mall,3896
Shopping Ibirapuera,3835
Shopping Center Leste Aricanduva,3410
Shopping União de Osasco,3388
Center Shopping Uberlândia,3241
Novo Shopping Ribeirão Preto,3189
Shopping Eldorado,2948
Palladium Shopping Curitiba,2536
Norte Shopping,1845
Shopping Recife,1604
Shopping Morumbi,1390
Bourbon Shopping SP,1380
Rio Mar Recife,1122
