ID Loja,Valor Final
Shopping SP Market,11787
Shopping Eldorado,10158
Shopping Ibirapuera,9081
Parque Dom Pedro Shopping,9071
Iguatemi Campinas,8095
Novo Shopping Ribeirão Preto,7092
Shopping Morumbi,5888
Shopping União de Osasco,5831
Rio Mar Shopping Fortaleza,5504
Shopping Center Interlagos,4833
Center Shopping Uberlândia,4068
Shopping Midway Mall,3849
Shopping Center Leste Aricanduva,3611
Shopping Iguatemi Fortaleza,3496
Norte Shopping,3438
Iguatemi Esplanada,3311
Rio Mar Recife,3066
Shopping Vila Velha,2852
Salvador Shopping,2783
Shopping Recife,1909
Shopping Barra,1900
Bourbon Shopping SP,1148
Passei das Águas Shopping,816
Ribeirão Shopping,802
Palladium Shopping Curitiba,702
