ID Loja,Valor Final
Center Shopping Uberlândia,13414
Shopping Barra,8347
Shopping Recife,7708
Rio Mar Shopping Fortaleza,7544
Salvador Shopping,6414
Shopping Iguatemi Fortaleza,6409
Shopping Morumbi,5904
Shopping Vila Velha,5786
Shopping Midway Mall,5565
Palladium Shopping Curitiba,5382
Shopping Center Interlagos,4859
Novo Shopping Ribeirão Preto,4392
Shopping União de Osasco,4242
Bourbon Shopping SP,4082
Iguatemi Esplanada,3591
Ribeirão Shopping,3493
Parque Dom Pedro Shopping,3389
Shopping Ibirapuera,3238
Norte Shopping,3231
Shopping Center Leste Aricanduva,2874
Shopping Eldorado,2551
Iguatemi Campinas,2522
Passei das Águas Shopping,2492
Shopping SP Market,2409
Rio Mar Recife,679
