ID Loja,Valor Final
Bourbon Shopping SP,8727
Shopping Eldorado,8684
Shopping Center Leste Aricanduva,8117
Shopping SP Market,7890
Shopping Ibirapuera,7593
Shopping Center Interlagos,7242
Novo Shopping Ribeirão Preto,6781
Shopping União de Osasco,5067
Iguatemi Campinas,5046
Center Shopping Uberlândia,4854
Shopping Iguatemi Fortaleza,4704
Shopping Barra,4466
Palladium Shopping Curitiba,4447
Norte Shopping,4409
Salvador Shopping,4315
Rio Mar Recife,4003
Shopping Morumbi,3613
Shopping Recife,3577
Rio Mar Shopping Fortaleza,3472
Passei das Águas Shopping,3326
Iguatemi Esplanada,2987
Parque Dom Pedro Shopping,2729
Shopping Midway Mall,2208
Ribeirão Shopping,1939
Shopping Vila Velha,1742
