ID Loja,Valor Final
Iguatemi Campinas,9614
Bourbon Shopping SP,9205
Shopping Vila Velha,9021
Shopping Morumbi,7840
Ribeirão Shopping,7556
Passei das Águas Shopping,7450
Shopping Eldorado,7326
Parque Dom Pedro Shopping,5394
Novo Shopping Ribeirão Preto,4580
Shopping Iguatemi Fortaleza,4571
Shopping SP Market,4401
Shopping Midway Mall,4157
Shopping Barra,4025
Shopping União de Osasco,3604
Rio Mar Recife,3444
Palladium Shopping Curitiba,3274
Shopping Recife,3167
Shopping Ibirapuera,3025
Iguatemi Esplanada,2965
Shopping Center Leste Aricanduva,2933
Salvador Shopping,2834
Center Shopping Uberlândia,2625
Rio Mar Shopping Fortaleza,2538
Shopping Center Interlagos,1289
Norte Shopping,996
