ID Loja,Valor Final
Rio Mar Shopping Fortaleza,12710
Novo Shopping Ribeirão Preto,10259
Norte Shopping,10120
Iguatemi Esplanada,9792
Shopping Barra,8376
Shopping Center Leste Aricanduva,7506
Shopping Morumbi,7321
Shopping Midway Mall,6634
Ribeirão Shopping,5207
Shopping Recife,4573
Iguatemi Campinas,4532
Salvador Shopping,3649
Shopping União de Osasco,2923
Rio Mar Recife,2845
Shopping Ibirapuera,2565
Shopping Iguatemi Fortaleza,2436
Bourbon Shopping SP,2366
Shopping Vila Velha,2325
Shopping Eldorado,2180
Parque Dom Pedro Shopping,2102
Shopping Center Interlagos,2014
Palladium Shopping Curitiba,1968
Shopping SP Market,1962
Passei das Águas Shopping,1205
Center Shopping Uberlândia,1019
