ID Loja,Valor Final
Passei das Águas Shopping,12428
Shopping Barra,10191
Palladium Shopping Curitiba,8797
Shopping União de Osasco,6827
Shopping Center Interlagos,6418
Shopping Midway Mall,5974
Shopping Eldorado,5746
Novo Shopping Ribeirão Preto,5380
Iguatemi Esplanada,4645
Parque Dom Pedro Shopping,4279
Shopping Morumbi,4188
Shopping SP Market,4141
Shopping Recife,4053
Shopping Vila Velha,4002
Norte Shopping,3834
Rio Mar Shopping Fortaleza,3685
Shopping Iguatemi Fortaleza,3243
Center Shopping Uberlândia,2847
Iguatemi Campinas,2547
Bourbon Shopping SP,2360
Shopping Center Leste Aricanduva,2305
Rio Mar Recife,2305
Shopping Ibirapuera,1792
Salvador Shopping,1076
Ribeirão Shopping,309
