ID Loja,Valor Final
Ribeirão Shopping,16427
Shopping Vila Velha,12942
Shopping Ibirapuera,10084
Shopping Center Leste Aricanduva,9888
Passei das Águas Shopping,8039
Center Shopping Uberlândia,7844
Iguatemi Esplanada,7637
Norte Shopping,7134
Iguatemi Campinas,6391
Salvador Shopping,5646
Palladium Shopping Curitiba,5493
Novo Shopping Ribeirão Preto,5203
Rio Mar Recife,5062
Parque Dom Pedro Shopping,4615
Shopping Barra,4612
Shopping Center Interlagos,3563
Shopping Eldorado,3027
Shopping Iguatemi Fortaleza,2899
Shopping União de Osasco,2616
Shopping Morumbi,2214
Rio Mar Shopping Fortaleza,1896
Shopping Recife,1782
Bourbon Shopping SP,952
Shopping Midway Mall,561
