ID Loja,Valor Final
Parque Dom Pedro Shopping,10361
Norte Shopping,10172
Iguatemi Campinas,10016
Shopping Morumbi,7901
Novo Shopping Ribeirão Preto,6985
Shopping Iguatemi Fortaleza,6342
Rio Mar Shopping Fortaleza,6239
Shopping Center Leste Aricanduva,5645
Palladium Shopping Curitiba,5540
Shopping Eldorado,5525
Shopping Recife,4526
Iguatemi Esplanada,4376
Salvador Shopping,4224
Bourbon Shopping SP,3874
Shopping Midway Mall,3821
Shopping Ibirapuera,3701
Passei das Águas Shopping,3373
Rio Mar Recife,3187
Shopping União de Osasco,3112
Shopping Barra,2801
Shopping Center Interlagos,2782
Shopping SP Market,1905
Center Shopping Uberlândia,1853
Ribeirão Shopping,1644
Shopping Vila Velha,1385
