ID Loja,Valor Final
Shopping Vila Velha,12501
Shopping Center Leste Aricanduva,10150
Shopping Ibirapuera,7758
Norte Shopping,7569
Shopping União de Osasco,6748
Shopping Morumbi,5818
Passei das Águas Shopping,5733
Palladium Shopping Curitiba,5651
Novo Shopping Ribeirão Preto,5649
Shopping Barra,4566
Shopping SP Market,3750
Salvador Shopping,3741
Bourbon Shopping SP,3720
Iguatemi Campinas,3708
Ribeirão Shopping,3458
Rio Mar Shopping Fortaleza,3302
Iguatemi Esplanada,3128
Parque Dom Pedro Shopping,3067
Shopping Midway Mall,3064
Shopping Iguatemi Fortaleza,3030
Shopping Recife,2662
Shopping Eldorado,2311
Rio Mar Recife,1806
Shopping Center Interlagos,1792
Center Shopping Uberlândia,1700
