ID Loja,Valor Final
Novo Shopping Ribeirão Preto,10356
Center Shopping Uberlândia,9444
Passei das Águas Shopping,9397
Shopping Barra,9144
Rio Mar Recife,8541
Iguatemi Campinas,7842
Shopping Center Leste Aricanduva,6667
Bourbon Shopping SP,6435
Rio Mar Shopping Fortaleza,6219
Shopping Vila Velha,6205
Ribeirão Shopping,5849
Salvador Shopping,4632
Shopping Center Interlagos,3892
Shopping União de Osasco,3326
Shopping Eldorado,3266
Shopping Recife,3048
Shopping Morumbi,2590
Iguatemi Esplanada,2516
Shopping Midway Mall,2431
Shopping SP Market,2290
Parque Dom Pedro Shopping,2290
Palladium Shopping Curitiba,1974
Shopping Iguatemi Fortaleza,1491
Shopping Ibirapuera,1464
Norte Shopping,70
