ID Loja,Valor Final
Palladium Shopping Curitiba,13803
Shopping Center Leste Aricanduva,10010
Passei das Águas Shopping,9172
Iguatemi Campinas,9146
Shopping Midway Mall,6978
Rio Mar Recife,6390
Salvador Shopping,6265
Shopping SP Market,6145
Center Shopping Uberlândia,5896
Shopping Center Interlagos,4603
Ribeirão Shopping,4439
Shopping Ibirapuera,4009
Iguatemi Esplanada,3929
Shopping Eldorado,3653
Bourbon Shopping SP,3471
Novo Shopping Ribeirão Preto,3248
Norte Shopping,3201
Rio Mar Shopping Fortaleza,2964
Shopping Recife,2604
Shopping União de Osasco,2154
Shopping Iguatemi Fortaleza,1639
Shopping Barra,1424
Shopping Morumbi,1067
Shopping Vila Velha,728
