ID Loja,Valor Final
Shopping Center Leste Aricanduva,11800
Rio Mar Recife,8320
Center Shopping Uberlândia,7803
Shopping Recife,7614
Norte Shopping,6840
Passei das Águas Shopping,6761
Salvador Shopping,6732
Parque Dom Pedro Shopping,6502
Shopping Iguatemi Fortaleza,6488
Novo Shopping Ribeirão Preto,6126
Shopping SP Market,5668
Shopping Ibirapuera,5490
Iguatemi Campinas,4866
Bourbon Shopping SP,4509
Shopping Morumbi,3728
Iguatemi Esplanada,3709
Shopping União de Osasco,3631
Shopping Midway Mall,3563
Shopping Vila Velha,3400
Shopping Center Interlagos,3285
Rio Mar Shopping Fortaleza,2721
Shopping Barra,2505
Palladium Shopping Curitiba,2204
Shopping Eldorado,1463
Ribeirão Shopping,311
