ID Loja,Valor Final
Shopping Barra,13212
Iguatemi Esplanada,11925
Shopping União de Osasco,6913
Shopping Morumbi,6866
Center Shopping Uberlândia,6643
Iguatemi Campinas,6303
Shopping Ibirapuera,6146
Shopping Eldorado,5983
Shopping Recife,5831
Novo Shopping Ribeirão Preto,5741
Parque Dom Pedro Shopping,4369
Shopping SP Market,4128
Bourbon Shopping SP,4066
Passei das Águas Shopping,4061
Shopping Center Leste Aricanduva,3463
Salvador Shopping,3448
Shopping Center Interlagos,3141
Norte Shopping,3073
Shopping Midway Mall,2931
Rio Mar Shopping Fortaleza,2786
Shopping Iguatemi Fortaleza,2665
Ribeirão Shopping,1705
Shopping Vila Velha,1308
Rio Mar Recife,1231
Palladium Shopping Curitiba,435
