ID Loja,Valor Final
Shopping Vila Velha,9664
Shopping Ibirapuera,8518
Shopping Recife,8203
Palladium Shopping Curitiba,6855
Novo Shopping Ribeirão Preto,6509
Shopping Center Leste Aricanduva,6379
Shopping Morumbi,5805
Shopping Iguatemi Fortaleza,5585
Passei das Águas Shopping,4872
Bourbon Shopping SP,4778
Shopping União de Osasco,4014
Iguatemi Campinas,3953
Shopping Center Interlagos,3730
Parque Dom Pedro Shopping,3699
Center Shopping Uberlândia,3588
Rio Mar Recife,3551
Norte Shopping,3315
Shopping Eldorado,3261
Shopping SP Market,2802
Rio Mar Shopping Fortaleza,2032
Salvador Shopping,1675
Shopping Midway Mall,1519
Shopping Barra,1159
Ribeirão Shopping,945
Iguatemi Esplanada,849
