ID Loja,Valor Final
Rio Mar Shopping Fortaleza,8763
Shopping Center Leste Aricanduva,8456
Salvador Shopping,7941
Shopping Center Interlagos,7772
Shopping SP Market,7764
Shopping Vila Velha,5789
Iguatemi Esplanada,5262
Rio Mar Recife,5198
Shopping Eldorado,4966
Passei das Águas Shopping,4626
Bourbon Shopping SP,4504
Shopping Recife,4282
Shopping Midway Mall,4276
Shopping Ibirapuera,3735
Parque Dom Pedro Shopping,3664
Ribeirão Shopping,3575
Shopping União de Osasco,3567
Center Shopping Uberlândia,2732
Palladium Shopping Curitiba,2652
Norte Shopping,2585
Novo Shopping Ribeirão Preto,2565
Shopping Iguatemi Fortaleza,2472
Shopping Morumbi,1874
Shopping Barra,1285
Iguatemi Campinas,443
