ID Loja,Valor Final
Shopping Barra,9249
Shopping Eldorado,9238
Iguatemi Campinas,8947
Shopping Morumbi,8838
Rio Mar Shopping Fortaleza,8591
Norte Shopping,8110
Novo Shopping Ribeirão Preto,7647
Parque Dom Pedro Shopping,7365
Bourbon Shopping SP,6584
Salvador Shopping,6543
Shopping Center Interlagos,5763
Shopping Vila Velha,5633
Shopping Iguatemi Fortaleza,4783
Rio Mar Recife,3906
Shopping Ibirapuera,3828
Shopping Recife,3719
Shopping Center Leste Aricanduva,3166
Palladium Shopping Curitiba,3105
Center Shopping Uberlândia,2643
Shopping União de Osasco,2475
Shopping SP Market,2352
Ribeirão Shopping,2031
Passei das Águas Shopping,1389
Iguatemi Esplanada,971
Shopping Midway Mall,896
