ID Loja,Valor Final
Shopping Iguatemi Fortaleza,10484
Shopping Midway Mall,10039
Shopping Center Interlagos,8916
Novo Shopping Ribeirão Preto,8704
Rio Mar Recife,8257
Shopping União de Osasco,8019
Iguatemi Campinas,6888
Shopping Eldorado,6662
Salvador Shopping,6027
Shopping Barra,4665
Shopping Recife,4559
Iguatemi Esplanada,4322
Passei das Águas Shopping,4088
Palladium Shopping Curitiba,3530
Norte Shopping,3486
Shopping SP Market,3175
Shopping Ibirapuera,3098
Shopping Center Leste Aricanduva,3041
Bourbon Shopping SP,2983
Ribeirão Shopping,2493
Shopping Vila Velha,2344
Parque Dom Pedro Shopping,1884
Shopping Morumbi,1447
Rio Mar Shopping Fortaleza,1295
