ID Loja,Valor Final
Ribeirão Shopping,11652
Shopping Center Interlagos,9152
Shopping União de Osasco,8035
Shopping SP Market,7273
Center Shopping Uberlândia,6935
Iguatemi Campinas,6837
Passei das Águas Shopping,6797
Shopping Midway Mall,6448
Shopping Center Leste Aricanduva,6187
Salvador Shopping,6166
Bourbon Shopping SP,5455
Iguatemi Esplanada,5321
Shopping Vila Velha,4673
Shopping Barra,4292
Shopping Eldorado,4236
Novo Shopping Ribeirão Preto,4073
Shopping Ibirapuera,3203
Rio Mar Shopping Fortaleza,3156
Parque Dom Pedro Shopping,2671
Shopping Morumbi,2445
Shopping Iguatemi Fortaleza,2312
Norte Shopping,1478
Palladium Shopping Curitiba,1281
Rio Mar Recife,1222
Shopping Recife,980
