ID Loja,Valor Final
Shopping Center Interlagos,9798
Iguatemi Esplanada,9776
Passei das Águas Shopping,9339
Ribeirão Shopping,8403
Parque Dom Pedro Shopping,6904
Shopping Ibirapuera,6730
Norte Shopping,6229
Palladium Shopping Curitiba,6153
Shopping Midway Mall,5452
Salvador Shopping,4927
Shopping Morumbi,4864
Shopping Vila Velha,4740
Rio Mar Shopping Fortaleza,4499
Iguatemi Campinas,4474
Shopping Center Leste Aricanduva,4247
Center Shopping Uberlândia,4180
Shopping Iguatemi Fortaleza,3732
Shopping Barra,3521
Novo Shopping Ribeirão Preto,3487
Shopping Eldorado,3021
Bourbon Shopping SP,2600
Rio Mar Recife,2220
Shopping União de Osasco,1586
Shopping Recife,1298
Shopping SP Market,869
