ID Loja,Valor Final
Rio Mar Shopping Fortaleza,9150
Shopping Vila Velha,8755
Parque Dom Pedro Shopping,7554
Salvador Shopping,7154
Shopping Morumbi,6117
Norte Shopping,6099
Shopping Iguatemi Fortaleza,5686
Passei das Águas Shopping,5565
Palladium Shopping Curitiba,5432
Bourbon Shopping SP,5400
Shopping Midway Mall,4984
Rio Mar Recife,4865
Shopping SP Market,4273
Iguatemi Esplanada,4004
Shopping União de Osasco,3865
Ribeirão Shopping,3414
Shopping Ibirapuera,3333
Shopping Barra,3101
Center Shopping Uberlândia,3068
Novo Shopping Ribeirão Preto,2863
Shopping Recife,2645
Iguatemi Campinas,2276
Shopping Eldorado,1736
Shopping Center Leste Aricanduva,1109
Shopping Center Interlagos,292
