ID Loja,Valor Final
Shopping SP Market,10990
Passei das Águas Shopping,6932
Shopping Center Interlagos,6823
Ribeirão Shopping,6405
Norte Shopping,6167
Iguatemi Campinas,5642
Novo Shopping Ribeirão Preto,5537
Parque Dom Pedro Shopping,4755
Shopping Ibirapuera,4494
Salvador Shopping,4417
Rio Mar Shopping Fortaleza,4392
Shopping União de Osasco,4388
Shopping Midway Mall,4284
Shopping Vila Velha,4155
Shopping Eldorado,3910
Shopping Barra,3817
Shopping Iguatemi Fortaleza,3779
Shopping Morumbi,3648
Center Shopping Uberlândia,3496
Iguatemi Esplanada,3412
Shopping Recife,3096
Palladium Shopping Curitiba,2536
Bourbon Shopping SP,2047
Shopping Center Leste Aricanduva,1966
Rio Mar Recife,1827
