ID Loja,Valor Final
Iguatemi Esplanada,14585
Shopping Recife,8012
Rio Mar Recife,7961
Ribeirão Shopping,7738
Parque Dom Pedro Shopping,6746
Rio Mar Shopping Fortaleza,6306
Shopping Ibirapuera,6097
Shopping Midway Mall,5119
Shopping SP Market,5054
Salvador Shopping,5011
Shopping Eldorado,4828
Shopping União de Osasco,4463
Iguatemi Campinas,4186
Shopping Iguatemi Fortaleza,4078
Shopping Vila Velha,4061
Norte Shopping,4024
Center Shopping Uberlândia,3646
Shopping Morumbi,3430
Shopping Barra,3332
Palladium Shopping Curitiba,3134
Bourbon Shopping SP,2830
Shopping Center Interlagos,2466
Passei das Águas Shopping,1671
Novo Shopping Ribeirão Preto,1254
Shopping Center Leste Aricanduva,912
