ID Loja,Valor Final
Shopping Barra,9027
Shopping Midway Mall,8204
Rio Mar Recife,7884
Ribeirão Shopping,7734
Bourbon Shopping SP,7584
Iguatemi Esplanada,7545
Parque Dom Pedro Shopping,6715
Iguatemi Campinas,6708
Palladium Shopping Curitiba,5002
Salvador Shopping,4966
Shopping SP Market,4916
Rio Mar Shopping Fortaleza,4824
Novo Shopping Ribeirão Preto,3946
Shopping Vila Velha,3644
Shopping Center Leste Aricanduva,3607
Shopping Center Interlagos,3368
Passei das Águas Shopping,3277
Shopping Iguatemi Fortaleza,2301
Shopping Ibirapuera,1952
Shopping União de Osasco,1907
Shopping Morumbi,1831
Shopping Eldorado,1413
Center Shopping Uberlândia,1366
Norte Shopping,1210
