ID Loja,Valor Final
Shopping Midway Mall,11812
Rio Mar Recife,9582
Shopping Iguatemi Fortaleza,7574
Rio Mar Shopping Fortaleza,7449
Shopping SP Market,6502
Parque Dom Pedro Shopping,6439
Bourbon Shopping SP,5849
Norte Shopping,5447
Shopping Ibirapuera,5186
Shopping Vila Velha,4763
Passei das Águas Shopping,3815
Shopping Recife,3695
Iguatemi Esplanada,3516
Salvador Shopping,3453
Shopping União de Osasco,3414
Shopping Barra,3269
Shopping Center Interlagos,3117
Shopping Morumbi,2891
Shopping Center Leste Aricanduva,2827
Center Shopping Uberlândia,2680
Shopping Eldorado,2555
Iguatemi Campinas,2433
Novo Shopping Ribeirão Preto,2134
Ribeirão Shopping,2045
Palladium Shopping Curitiba,2001
