ID Loja,Valor Final
Norte Shopping,8436
Shopping Center Leste Aricanduva,7685
Bourbon Shopping SP,6916
Iguatemi Campinas,6743
Rio Mar Shopping Fortaleza,6280
Shopping Morumbi,5685
Shopping Recife,5614
Parque Dom Pedro Shopping,5110
Shopping Barra,4953
Center Shopping Uberlândia,4827
Shopping Iguatemi Fortaleza,4800
Iguatemi Esplanada,4514
Palladium Shopping Curitiba,4346
Shopping Vila Velha,4291
Shopping SP Market,4104
Shopping Midway Mall,4013
Shopping União de Osasco,3936
Novo Shopping Ribeirão Preto,3904
Shopping Ibirapuera,3387
Salvador Shopping,2901
Ribeirão Shopping,2844
Rio Mar Recife,2402
Passei das Águas Shopping,1225
Shopping Eldorado,929
Shopping Center Interlagos,407
