ID Loja,Valor Final
Palladium Shopping Curitiba,8879
Ribeirão Shopping,8874
Shopping Vila Velha,8777
Iguatemi Esplanada,8239
Shopping Recife,7757
Shopping Eldorado,6672
Bourbon Shopping SP,6475
Center Shopping Uberlândia,6348
Iguatemi Campinas,6231
Shopping Midway Mall,5874
Norte Shopping,5866
Shopping Ibirapuera,5027
Shopping Morumbi,4505
Shopping Barra,3939
Shopping Center Interlagos,3932
Novo Shopping Ribeirão Preto,3900
Shopping Iguatemi Fortaleza,3355
Rio Mar Recife,2282
Shopping SP Market,2181
Passei das Águas Shopping,1981
Rio Mar Shopping Fortaleza,1970
Shopping União de Osasco,1709
Parque Dom Pedro Shopping,1696
Shopping Center Leste Aricanduva,293
Salvador Shopping,60
