ID Loja,Valor Final
Iguatemi Campinas,13085
Novo Shopping Ribeirão Preto,9257
Shopping Vila Velha,7337
Shopping União de Osasco,7284
Norte Shopping,7147
Parque Dom Pedro Shopping,5909
Shopping Center Interlagos,5530
Palladium Shopping Curitiba,4987
Shopping Center Leste Aricanduva,4967
Rio Mar Recife,4942
Iguatemi Esplanada,4373
Rio Mar Shopping Fortaleza,4191
Bourbon Shopping SP,3707
Shopping SP Market,3652
Shopping Midway Mall,3600
Salvador Shopping,3502
Shopping Morumbi,3454
Shopping Barra,3345
Shopping Eldorado,3292
Center Shopping Uberlândia,2990
Shopping Recife,2323
Passei das Águas Shopping,2301
Shopping Ibirapuera,2158
Shopping Iguatemi Fortaleza,1812
Ribeirão Shopping,1176
