ID Loja,Valor Final
Ribeirão Shopping,11241
Novo Shopping Ribeirão Preto,8460
Passei das Águas Shopping,8099
Shopping Morumbi,6645
Center Shopping Uberlândia,6561
Shopping Barra,6239
Shopping Eldorado,6153
Shopping SP Market,5823
Rio Mar Shopping Fortaleza,5573
Shopping Recife,4553
Shopping Ibirapuera,4402
Shopping Vila Velha,4390
Shopping União de Osasco,3750
Iguatemi Campinas,3673
Parque Dom Pedro Shopping,3513
Bourbon Shopping SP,3465
Norte Shopping,3200
Shopping Midway Mall,3153
Salvador Shopping,2991
Shopping Center Leste Aricanduva,2775
Shopping Center Interlagos,2570
Rio Mar Recife,1835
Iguatemi Esplanada,1797
Shopping Iguatemi Fortaleza,1426
Palladium Shopping Curitiba,965
