ID Loja,Valor Final
Shopping Barra,10121
Novo Shopping Ribeirão Preto,9695
Shopping Recife,6148
Shopping Center Interlagos,5950
Center Shopping Uberlândia,5667
Shopping Eldorado,5665
Shopping SP Market,5637
Rio Mar Shopping Fortaleza,5509
Ribeirão Shopping,4952
Shopping Ibirapuera,4882
Shopping União de Osasco,4800
Palladium Shopping Curitiba,4233
Shopping Midway Mall,4129
Iguatemi Esplanada,3806
Shopping Iguatemi Fortaleza,3724
Shopping Center Leste Aricanduva,3650
Shopping Morumbi,3539
Bourbon Shopping SP,3373
Rio Mar Recife,3053
Iguatemi Campinas,2902
Parque Dom Pedro Shopping,2819
Norte Shopping,2809
Salvador Shopping,2676
Passei das Águas Shopping,2387
Shopping Vila Velha,1439
