ID Loja,Valor Final
Novo Shopping Ribeirão Preto,10160
Shopping Iguatemi Fortaleza,9602
Shopping Midway Mall,9437
Shopping Barra,7565
Shopping SP Market,6872
Ribeirão Shopping,6829
Shopping Center Leste Aricanduva,6657
Salvador Shopping,6329
Rio Mar Shopping Fortaleza,6197
Norte Shopping,6062
Passei das Águas Shopping,5352
Shopping União de Osasco,4819
Center Shopping Uberlândia,4677
Shopping Morumbi,4209
Parque Dom Pedro Shopping,4071
Palladium Shopping Curitiba,3122
Shopping Recife,3048
Shopping Vila Velha,2746
Iguatemi Esplanada,2249
Shopping Eldorado,2231
Bourbon Shopping SP,2227
Iguatemi Campinas,2061
Rio Mar Recife,1937
Shopping Center Interlagos,1918
Shopping Ibirapuera,692
