ID Loja,Valor Final
Passei das Águas Shopping,9230
Shopping Center Leste Aricanduva,8928
Novo Shopping Ribeirão Preto,8495
Shopping Midway Mall,7774
Norte Shopping,7628
Bourbon Shopping SP,6914
Shopping Center Interlagos,5746
Shopping União de Osasco,5455
Shopping Eldorado,5426
Shopping Recife,5424
Rio Mar Recife,5200
Palladium Shopping Curitiba,4906
Iguatemi Campinas,4503
Center Shopping Uberlândia,4324
Shopping SP Market,4148
Shopping Morumbi,3737
Salvador Shopping,3734
Parque Dom Pedro Shopping,3421
Rio Mar Shopping Fortaleza,3089
Shopping Vila Velha,2853
Shopping Ibirapuera,1607
Shopping Barra,1272
Iguatemi Esplanada,1049
Ribeirão Shopping,696
Shopping Iguatemi Fortaleza,145
