ID Loja,Valor Final
Shopping Center Leste Aricanduva,9600
Ribeirão Shopping,8269
Iguatemi Esplanada,8241
Shopping Vila Velha,8153
Shopping SP Market,7868
Shopping Morumbi,7519
Salvador Shopping,7050
Shopping Center Interlagos,6550
Center Shopping Uberlândia,6236
Shopping Midway Mall,6217
Shopping União de Osasco,6182
Shopping Barra,6029
Novo Shopping Ribeirão Preto,4511
Bourbon Shopping SP,3837
Palladium Shopping Curitiba,3626
Rio Mar Recife,3589
Rio Mar Shopping Fortaleza,3581
Shopping Iguatemi Fortaleza,2870
Passei das Águas Shopping,2713
Parque Dom Pedro Shopping,2396
Iguatemi Campinas,1863
Shopping Eldorado,1556
Shopping Ibirapuera,1482
Shopping Recife,1355
Norte Shopping,792
