ID Loja,Valor Final
Shopping Vila Velha,9559
Ribeirão Shopping,8191
Shopping Ibirapuera,7809
Shopping Barra,6486
Shopping Morumbi,6389
Shopping Center Leste Aricanduva,5752
Parque Dom Pedro Shopping,5726
Rio Mar Recife,5491
Shopping Eldorado,5432
Passei das Águas Shopping,5221
Iguatemi Esplanada,5136
Shopping União de Osasco,4987
Bourbon Shopping SP,4800
Center Shopping Uberlândia,4673
Palladium Shopping Curitiba,4080
Iguatemi Campinas,3860
Salvador Shopping,3635
Rio Mar Shopping Fortaleza,3584
Norte Shopping,3414
Shopping Iguatemi Fortaleza,2946
Shopping Recife,2820
Shopping Midway Mall,2248
Shopping Center Interlagos,1727
Novo Shopping Ribeirão Preto,948
Shopping SP Market,370
