ID Loja,Valor Final
Shopping Ibirapuera,11811
Center Shopping Uberlândia,10094
Norte Shopping,8513
Shopping Center Interlagos,7944
Shopping Eldorado,7909
Shopping Midway Mall,6484
Iguatemi Campinas,6212
Ribeirão Shopping,6207
Salvador Shopping,6047
Bourbon Shopping SP,5922
Shopping Recife,5525
Novo Shopping Ribeirão Preto,5203
Iguatemi Esplanada,4961
Shopping Morumbi,4878
Shopping Vila Velha,4310
Rio Mar Shopping Fortaleza,3826
Shopping Barra,3665
Shopping Iguatemi Fortaleza,3109
Palladium Shopping Curitiba,3039
Shopping SP Market,2968
Shopping Center Leste Aricanduva,2605
Shopping União de Osasco,2401
Passei das Águas Shopping,1268
Parque Dom Pedro Shopping,609
