ID Loja,Valor Final
Shopping Center Leste Aricanduva,8942
Bourbon Shopping SP,8781
Shopping SP Market,7710
Shopping Iguatemi Fortaleza,7176
Shopping União de Osasco,7098
Iguatemi Esplanada,6745
Shopping Center Interlagos,6738
Passei das Águas Shopping,6443
Shopping Ibirapuera,5367
Rio Mar Recife,5247
Novo Shopping Ribeirão Preto,5035
Shopping Morumbi,4910
Palladium Shopping Curitiba,4519
Shopping Recife,4263
Shopping Vila Velha,4026
Center Shopping Uberlândia,3840
Parque Dom Pedro Shopping,3658
Salvador Shopping,3604
Shopping Midway Mall,3305
Rio Mar Shopping Fortaleza,3173
Shopping Eldorado,2860
Norte Shopping,2518
Iguatemi Campinas,2169
Ribeirão Shopping,1222
Shopping Barra,404
