ID Loja,Valor Final
Ribeirão Shopping,12639
Shopping Iguatemi Fortaleza,12040
Shopping SP Market,10523
Shopping Morumbi,10124
Shopping Ibirapuera,8700
Shopping Vila Velha,7533
Iguatemi Campinas,6746
Shopping Eldorado,5178
Shopping Center Interlagos,5134
Norte Shopping,4944
Rio Mar Shopping Fortaleza,4313
Parque Dom Pedro Shopping,4061
Shopping Center Leste Aricanduva,3956
Center Shopping Uberlândia,3941
Passei das Águas Shopping,3709
Novo Shopping Ribeirão Preto,3361
Shopping União de Osasco,3214
Shopping Midway Mall,3209
Shopping Barra,3203
Bourbon Shopping SP,2982
Palladium Shopping Curitiba,2748
Iguatemi Esplanada,2181
Rio Mar Recife,1716
Shopping Recife,840
Salvador Shopping,803
