ID Loja,Valor Final
Shopping Morumbi,12092
Ribeirão Shopping,10369
Shopping Eldorado,9418
Shopping Recife,6771
Shopping Ibirapuera,6260
Center Shopping Uberlândia,6018
Parque Dom Pedro Shopping,5628
Shopping Center Interlagos,5370
Iguatemi Esplanada,5276
Novo Shopping Ribeirão Preto,4917
Rio Mar Recife,4623
Shopping União de Osasco,4332
Salvador Shopping,4022
Shopping Center Leste Aricanduva,3771
Shopping Iguatemi Fortaleza,3622
Shopping SP Market,3462
Rio Mar Shopping Fortaleza,3412
Norte Shopping,3014
Iguatemi Campinas,2680
Passei das Águas Shopping,2585
Palladium Shopping Curitiba,2299
Shopping Vila Velha,1811
Shopping Barra,1686
Bourbon Shopping SP,1114
Shopping Midway Mall,1052
