ID Loja,Valor Final
Shopping Vila Velha,12796
Shopping Midway Mall,11399
Bourbon Shopping SP,10681
Shopping Iguatemi Fortaleza,7947
Shopping SP Market,7000
Shopping Recife,6879
Shopping Eldorado,6572
Shopping Barra,6412
Shopping União de Osasco,5874
Salvador Shopping,5021
Rio Mar Shopping Fortaleza,4431
Shopping Center Leste Aricanduva,4365
Ribeirão Shopping,4264
Palladium Shopping Curitiba,3968
Shopping Morumbi,3961
Iguatemi Esplanada,3587
Norte Shopping,3318
Shopping Ibirapuera,3316
Rio Mar Recife,3212
Novo Shopping Ribeirão Preto,2668
Center Shopping Uberlândia,2550
Iguatemi Campinas,2488
Shopping Center Interlagos,1860
Passei das Águas Shopping,1300
Parque Dom Pedro Shopping,1238
