ID Loja,Valor Final
Shopping Center Leste Aricanduva,10843
Norte Shopping,10706
Shopping Vila Velha,8996
Salvador Shopping,6335
Shopping Eldorado,6230
Shopping SP Market,6009
Shopping Iguatemi Fortaleza,5422
Iguatemi Campinas,5356
Shopping Morumbi,5060
Rio Mar Shopping Fortaleza,4953
Center Shopping Uberlândia,4718
Shopping Recife,4568
Passei das Águas Shopping,4334
Iguatemi Esplanada,4334
Bourbon Shopping SP,3778
Shopping Ibirapuera,3751
Rio Mar Recife,3658
Palladium Shopping Curitiba,3652
Parque Dom Pedro Shopping,3334
Ribeirão Shopping,3331
Shopping Center Interlagos,3014
Shopping União de Osasco,2493
Shopping Barra,2128
Shopping Midway Mall,1305
Novo Shopping Ribeirão Preto,105
