ID Loja,Valor Final
Shopping Center Leste Aricanduva,11754
Shopping Barra,9558
Ribeirão Shopping,9456
Iguatemi Campinas,8060
Novo Shopping Ribeirão Preto,7984
Norte Shopping,7835
Shopping SP Market,7257
Palladium Shopping Curitiba,7122
Salvador Shopping,6242
Shopping Ibirapuera,4866
Center Shopping Uberlândia,4514
Bourbon Shopping SP,4283
Passei das Águas Shopping,3636
Rio Mar Shopping Fortaleza,3606
Shopping Midway Mall,3213
Shopping Vila Velha,3118
Iguatemi Esplanada,2994
Shopping Eldorado,2577
Parque Dom Pedro Shopping,2306
Shopping Center Interlagos,2138
Shopping Iguatemi Fortaleza,1860
Rio Mar Recife,1852
Shopping União de Osasco,1471
Shopping Morumbi,1430
Shopping Recife,1278
