ID Loja,Valor Final
Bourbon Shopping SP,8849
Shopping Center Leste Aricanduva,8640
Norte Shopping,8252
Salvador Shopping,7651
Ribeirão Shopping,6993
Shopping Midway Mall,6443
Shopping Eldorado,6397
Center Shopping Uberlândia,5840
Shopping União de Osasco,5546
Shopping Recife,4904
Rio Mar Shopping Fortaleza,4737
Iguatemi Campinas,4629
Parque Dom Pedro Shopping,4455
Shopping Ibirapuera,4282
Shopping SP Market,4243
Shopping Vila Velha,4212
Shopping Morumbi,4114
Rio Mar Recife,3519
Shopping Barra,3183
Palladium Shopping Curitiba,3040
Shopping Center Interlagos,2741
Passei das Águas Shopping,2174
Shopping Iguatemi Fortaleza,2172
Iguatemi Esplanada,1955
Novo Shopping Ribeirão Preto,1706
