ID Loja,Valor Final
Novo Shopping Ribeirão Preto,15570
Shopping Morumbi,11967
Rio Mar Shopping Fortaleza,9294
Bourbon Shopping SP,9252
Ribeirão Shopping,7973
Shopping Ibirapuera,6874
Shopping Midway Mall,6082
Shopping SP Market,5453
Shopping Eldorado,5445
Shopping Iguatemi Fortaleza,5421
Passei das Águas Shopping,5188
Shopping Barra,3945
Salvador Shopping,3903
Palladium Shopping Curitiba,3589
Norte Shopping,3519
Parque Dom Pedro Shopping,3494
Iguatemi Esplanada,3319
Rio Mar Recife,3060
Shopping Vila Velha,2379
Shopping Recife,2266
Iguatemi Campinas,1669
Shopping Center Leste Aricanduva,1585
Shopping Center Interlagos,1525
Shopping União de Osasco,1082
Center Shopping Uberlândia,442
