ID Loja,Valor Final
Shopping Recife,11278
Iguatemi Esplanada,10112
Passei das Águas Shopping,8547
Rio Mar Shopping Fortaleza,8078
Shopping Midway Mall,7360
Center Shopping Uberlândia,7332
Parque Dom Pedro Shopping,6362
Norte Shopping,6253
Salvador Shopping,5994
Shopping Center Leste Aricanduva,5566
Bourbon Shopping SP,5082
Rio Mar Recife,4598
Ribeirão Shopping,4240
Shopping Iguatemi Fortaleza,3121
Shopping Vila Velha,3087
Palladium Shopping Curitiba,2932
Novo Shopping Ribeirão Preto,2874
Shopping Barra,2745
Shopping SP Market,2600
Iguatemi Campinas,2476
Shopping Center Interlagos,2123
Shopping Ibirapuera,2001
Shopping Morumbi,1801
Shopping Eldorado,1700
Shopping União de Osasco,714
