ID Loja,Valor Final
Center Shopping Uberlândia,9717
Parque Dom Pedro Shopping,8772
Shopping Morumbi,7731
Shopping Midway Mall,6161
Novo Shopping Ribeirão Preto,6136
Rio Mar Shopping Fortaleza,5819
Palladium Shopping Curitiba,5596
Shopping SP Market,4646
Shopping Center Leste Aricanduva,4240
Ribeirão Shopping,4212
Bourbon Shopping SP,4032
Rio Mar Recife,3805
Shopping Ibirapuera,3742
Shopping Eldorado,3616
Shopping Recife,3440
Iguatemi Esplanada,3344
Iguatemi Campinas,3306
Norte Shopping,2385
Shopping Center Interlagos,2087
Shopping Vila Velha,2004
Salvador Shopping,1632
Passei das Águas Shopping,1331
Shopping Barra,1198
Shopping União de Osasco,818
Shopping Iguatemi Fortaleza,496
