ID Loja,Valor Final
Norte Shopping,10885
Ribeirão Shopping,7847
Rio Mar Recife,7826
Shopping Iguatemi Fortaleza,7581
Shopping Eldorado,7156
Shopping Barra,6365
Novo Shopping Ribeirão Preto,6120
Shopping Recife,5957
Shopping Midway Mall,5428
Shopping União de Osasco,5120
Shopping Center Leste Aricanduva,4602
Bourbon Shopping SP,3963
Shopping Morumbi,3821
Rio Mar Shopping Fortaleza,3757
Shopping Center Interlagos,3675
Shopping SP Market,3123
Palladium Shopping Curitiba,2948
Parque Dom Pedro Shopping,2869
Passei das Águas Shopping,2158
Iguatemi Campinas,1666
Salvador Shopping,1607
Shopping Vila Velha,1546
Shopping Ibirapuera,1313
Iguatemi Esplanada,1254
Center Shopping Uberlândia,961
