ID Loja,Valor Final
Novo Shopping Ribeirão Preto,12151
Salvador Shopping,9806
Iguatemi Esplanada,9660
Palladium Shopping Curitiba,7824
Bourbon Shopping SP,6993
Shopping Midway Mall,6921
Iguatemi Campinas,6890
Center Shopping Uberlândia,6465
Shopping Iguatemi Fortaleza,5999
Passei das Águas Shopping,5968
Shopping Morumbi,5944
Shopping União de Osasco,5889
Parque Dom Pedro Shopping,5218
Shopping Ibirapuera,4719
Ribeirão Shopping,4665
Shopping SP Market,4122
Shopping Barra,3777
Shopping Vila Velha,3636
Shopping Center Leste Aricanduva,3398
Shopping Recife,2715
Rio Mar Shopping Fortaleza,2206
Rio Mar Recife,1741
Norte Shopping,1660
Shopping Center Interlagos,1217
Shopping Eldorado,1021
