ID Loja,Valor Final
Iguatemi Campinas,9452
Shopping Center Leste Aricanduva,8804
Iguatemi Esplanada,8761
Rio Mar Shopping Fortaleza,6974
Shopping Eldorado,6496
Shopping Midway Mall,6483
Salvador Shopping,5850
Shopping Center Interlagos,5552
Palladium Shopping Curitiba,4902
Shopping Iguatemi Fortaleza,4619
Shopping Ibirapuera,4283
Novo Shopping Ribeirão Preto,3763
Ribeirão Shopping,3763
Shopping Morumbi,3138
Shopping União de Osasco,3062
Shopping Vila Velha,3007
Bourbon Shopping SP,2748
Shopping Recife,2722
Parque Dom Pedro Shopping,2651
Rio Mar Recife,2511
Shopping SP Market,2272
Center Shopping Uberlândia,2158
Norte Shopping,1902
Shopping Barra,1487
Passei das Águas Shopping,634
