ID Loja,Valor Final
Rio Mar Recife,11430
Shopping Iguatemi Fortaleza,9112
Shopping SP Market,8926
Iguatemi Campinas,8161
Passei das Águas Shopping,7948
Ribeirão Shopping,7084
Parque Dom Pedro Shopping,6969
Rio Mar Shopping Fortaleza,6033
Norte Shopping,5402
Shopping Eldorado,5172
Salvador Shopping,4927
Center Shopping Uberlândia,4836
Iguatemi Esplanada,4539
Shopping Ibirapuera,4253
Palladium Shopping Curitiba,4053
Shopping União de Osasco,3984
Shopping Barra,3305
Novo Shopping Ribeirão Preto,3200
Bourbon Shopping SP,2812
Shopping Center Interlagos,2631
Shopping Morumbi,2367
Shopping Recife,2301
Shopping Midway Mall,2208
Shopping Center Leste Aricanduva,850
Shopping Vila Velha,145
