ID Loja,Valor Final
Norte Shopping,10235
Bourbon Shopping SP,9556
Rio Mar Shopping Fortaleza,7815
Shopping Recife,7409
Shopping SP Market,7304
Shopping Vila Velha,7162
Shopping União de Osasco,7141
Iguatemi Campinas,6417
Shopping Barra,6393
Passei das Águas Shopping,5738
Shopping Center Interlagos,5183
Parque Dom Pedro Shopping,4374
Shopping Ibirapuera,4336
Shopping Center Leste Aricanduva,4316
Palladium Shopping Curitiba,3932
Shopping Iguatemi Fortaleza,3699
Salvador Shopping,3563
Novo Shopping Ribeirão Preto,2885
Shopping Eldorado,2462
Rio Mar Recife,1813
Shopping Morumbi,1719
Center Shopping Uberlândia,1501
Ribeirão Shopping,669
Shopping Midway Mall,516
Iguatemi Esplanada,431
